,planet_name,hostname,sys_num_stars,sys_num_planet,discovery_method,discovery_year,discovery_telescope,orbital_period,orbital_semi_major,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,eccentricity,stellar_eff_temp,stellar_radius,stellar_mass,dist_system,dist_system_ly
1027,Kepler-1615 b,Kepler-1615,1,1,Transit,2016,0.95 m Kepler Telescope,47.3126192,0.2788,2.06,0.184,4.9,0.0154,0.0,5865.0,1.05,1.04,1393.83,4546.67346
1028,Kepler-220 b,Kepler-220,1,4,Transit,2014,0.95 m Kepler Telescope,4.159807,0.046,0.81,0.072,0.457,0.00144,0.0,4632.0,0.67,0.65,171.109,558.157558
1029,Kepler-1632 b,Kepler-1632,1,1,Transit,2016,0.95 m Kepler Telescope,448.303558,0.6762,2.47,0.22,6.66,0.021,0.0,6137.0,1.19,1.12,716.76,2338.07112
1030,Kepler-1639 b,Kepler-1639,1,1,Transit,2016,0.95 m Kepler Telescope,9.878482,0.0932,2.58,0.23,7.18,0.0226,0.0,6150.0,1.18,1.12,1031.31,3364.1332199999997
1031,Kepler-208 e,Kepler-208,1,4,Transit,2014,0.95 m Kepler Telescope,16.259458,0.132,1.48,0.132,2.79,0.00879,0.0,6092.0,1.31,1.16,775.328,2529.119936
1032,Kepler-209 c,Kepler-209,1,2,Transit,2014,0.95 m Kepler Telescope,41.749882,0.231,3.1,0.277,9.8,0.0308,0.0,5513.0,0.94,0.93,576.946,1881.9978520000002
1033,Kepler-210 b,Kepler-210,1,2,Transit,2014,0.95 m Kepler Telescope,2.453234,0.032,2.94,0.262,8.96,0.0282,0.0,4559.0,0.65,0.77,232.75,759.2305
1034,Kepler-210 c,Kepler-210,1,2,Transit,2014,0.95 m Kepler Telescope,7.972513,0.07,3.62,0.323,12.8,0.0401,0.0,4559.0,0.65,0.77,232.75,759.2305
1035,Kepler-221 b,Kepler-221,1,4,Transit,2014,0.95 m Kepler Telescope,2.795906,0.037,1.71,0.153,3.57,0.0112,0.0,5243.0,0.82,0.82,385.231,1256.623522
1036,Kepler-58 c,Kepler-58,1,3,Transit,2012,0.95 m Kepler Telescope,15.5741568,0.1228,2.86,0.255,696.02,2.19,0.0,5843.0,1.03,0.95,969.252,3161.7000239999998
1037,Kepler-184 d,Kepler-184,1,3,Transit,2014,0.95 m Kepler Telescope,29.022358,0.179,2.49,0.222,6.76,0.0213,0.0,5788.0,0.87,0.97,610.326,1990.8834120000001
1038,Kepler-1668 b,Kepler-1668,1,1,Transit,2020,0.95 m Kepler Telescope,15.434,0.124,4.348,0.388,17.4,0.0548,0.0,5542.0,1.02,0.98,1335.64,4356.85768
1039,Kepler-1669 b,Kepler-1669,1,1,Transit,2020,0.95 m Kepler Telescope,9.51216,0.0745,2.78,0.248,8.15,0.0256,0.0,4303.0,0.71,0.67,543.444,1772.7143279999998
1040,Kepler-1630 b,Kepler-1630,1,1,Transit,2016,0.95 m Kepler Telescope,509.997402,1.1218,2.19,0.195,5.43,0.0171,0.0,4736.0,0.63,0.66,331.213,1080.4168060000002
1041,Kepler-769 b,Kepler-769,1,2,Transit,2016,0.95 m Kepler Telescope,7.42608998,0.0778,2.92,0.261,8.85,0.0279,0.0,6186.0,1.28,1.19,1169.57,3815.1373399999998
1042,Kepler-241 c,Kepler-241,1,2,Transit,2014,0.95 m Kepler Telescope,36.065978,0.189,2.57,0.229,7.13,0.0224,0.0,4699.0,0.67,0.67,512.0,1670.144
1043,Kepler-1649 b,Kepler-1649,1,2,Transit,2017,0.95 m Kepler Telescope,8.689099,0.0514,1.017,0.091,1.03,0.00325,0.0,3240.0,0.23,0.2,92.1913,300.7280206
1044,Kepler-1653 b,Kepler-1653,1,1,Transit,2017,0.95 m Kepler Telescope,140.2524,0.4706,2.17,0.194,5.35,0.0168,0.0,4807.0,0.69,0.72,755.0,2462.81
1045,Kepler-1686 b,Kepler-1686,1,1,Transit,2020,0.95 m Kepler Telescope,9.30987,0.0866,1.426,0.127,2.62,0.00825,0.0,5714.96,1.2,1.02,729.823,2380.682626
1046,Kepler-747 b,Kepler-747,1,1,Transit,2016,0.95 m Kepler Telescope,35.61760587,0.1916,5.27,0.47,24.1,0.0759,0.0,5096.0,0.78,0.82,3347.16,10918.43592
1047,Kepler-191 d,Kepler-191,1,3,Transit,2016,0.95 m Kepler Telescope,5.94504102,0.0599,2.28,0.203,5.82,0.0183,0.0,5215.0,0.8,0.84,594.464,1939.1415680000002
1048,Kepler-650 b,Kepler-650,1,1,Transit,2016,0.95 m Kepler Telescope,3.03214559,0.0421,2.96,0.264,9.06,0.0285,0.0,5849.0,1.35,1.08,884.378,2884.8410360000003
1049,Kepler-167 d,Kepler-167,2,4,Transit,2016,0.95 m Kepler Telescope,21.803855,0.1405,1.194,0.107,1.83,0.00577,0.12,4890.0,0.73,0.77,341.908,1115.3038960000001
1050,Kepler-1674 b,Kepler-1674,1,1,Transit,2020,0.95 m Kepler Telescope,62.5611,0.3017,3.206,0.286,10.4,0.0326,0.0,5473.91,0.88,0.96,1012.48,3302.70976
1051,Kepler-17 b,Kepler-17,1,1,Transit,2011,0.95 m Kepler Telescope,1.4857108,0.02591,14.68,1.31,778.65,2.45,0.011,5781.0,1.01,1.04,720.753,2351.096286
1052,Kepler-195 c,Kepler-195,1,2,Transit,2014,0.95 m Kepler Telescope,34.096863,0.197,1.55,0.138,3.02,0.00951,0.0,5329.0,0.78,0.84,652.051,2126.990362
1053,Kepler-758 e,Kepler-758,1,4,Transit,2016,0.95 m Kepler Telescope,8.1934719,0.0785,1.53,0.136,2.96,0.0093,0.0,6228.0,1.42,1.16,1502.32,4900.56784
1054,Kepler-60 d,Kepler-60,1,3,Transit,2012,0.95 m Kepler Telescope,11.8981,0.1012,1.99,0.178,4.16,0.01309,0.0,5905.0,1.26,1.04,1025.1,3343.8761999999997
1055,Kepler-242 c,Kepler-242,1,2,Transit,2014,0.95 m Kepler Telescope,14.496481,0.109,2.0,0.178,4.66,0.0147,0.0,5020.0,0.85,0.81,600.241,1957.986142
1056,Kepler-1690 b,Kepler-1690,1,1,Transit,2020,0.95 m Kepler Telescope,234.636,0.7097,2.811,0.251,8.3,0.0261,0.0,5404.0,0.86,0.94,703.789,2295.759718
1057,Kepler-1692 b,Kepler-1692,1,1,Transit,2020,0.95 m Kepler Telescope,5.95966,0.0646,1.112,0.099,1.42,0.00447,0.0,5146.0,0.87,0.87,591.019,1927.903978
1058,Kepler-1700 b,Kepler-1700,1,1,Transit,2020,0.95 m Kepler Telescope,234.239,0.7576,2.901,0.259,8.76,0.0276,0.0,6031.0,1.09,1.12,717.597,2340.801414
1059,Kepler-1684 b,Kepler-1684,1,1,Transit,2020,0.95 m Kepler Telescope,47.7055,0.2253,2.871,0.256,8.6,0.0271,0.0,4706.54,0.67,0.75,621.996,2028.950952
1060,Kepler-1691 b,Kepler-1691,1,1,Transit,2020,0.95 m Kepler Telescope,3.8482,0.0495,1.835,0.164,4.02,0.0127,0.0,6000.0,1.13,1.11,1267.67,4135.13954
1061,Kepler-172 c,Kepler-172,1,4,Transit,2014,0.95 m Kepler Telescope,6.388996,0.068,2.86,0.255,8.55,0.0269,0.0,5526.0,1.08,1.0,828.592,2702.867104
1062,Kepler-18 b,Kepler-18,1,3,Transit,2011,0.95 m Kepler Telescope,3.504725,0.0447,2.0,0.178,6.9,0.022,0.0,5345.0,1.11,0.97,433.047,1412.599314
1063,Kepler-704 b,Kepler-704,1,1,Transit,2016,0.95 m Kepler Telescope,3.76182115,0.047,2.61,0.233,7.32,0.023,0.0,5616.0,0.96,0.97,1228.83,4008.44346
1064,Kepler-706 b,Kepler-706,1,1,Transit,2016,0.95 m Kepler Telescope,41.40831347,0.2162,13.17,1.175,,,0.0,5394.0,0.84,0.87,886.667,2892.307754
1065,Kepler-707 b,Kepler-707,1,1,Transit,2016,0.95 m Kepler Telescope,2.23749275,0.0325,1.33,0.119,2.33,0.00733,0.0,5099.0,0.76,0.8,591.776,1930.373312
1066,Kepler-724 b,Kepler-724,1,1,Transit,2016,0.95 m Kepler Telescope,3.31494634,0.0433,3.29,0.294,10.8,0.0341,0.0,5437.0,0.86,0.9,853.119,2782.874178
1067,Kepler-196 b,Kepler-196,1,2,Transit,2014,0.95 m Kepler Telescope,20.739886,0.138,1.9,0.17,4.27,0.0134,0.0,5128.0,0.78,0.85,451.312,1472.179744
1068,Kepler-567 b,Kepler-567,1,1,Transit,2016,0.95 m Kepler Telescope,16.54297375,0.1229,2.25,0.201,5.69,0.0179,0.0,5148.0,0.79,0.84,558.81,1822.8382199999999
1069,Kepler-327 c,Kepler-327,1,3,Transit,2014,0.95 m Kepler Telescope,5.212333,0.047,1.03,0.092,20.3,0.064,0.0,3799.0,0.49,0.59,241.987,789.361594
1070,Kepler-322 b,Kepler-322,1,2,Transit,2014,0.95 m Kepler Telescope,1.653888,0.027,1.01,0.09,1.01,0.00317,0.0,5388.0,0.89,0.92,400.48,1306.3657600000001
1071,Kepler-313 b,Kepler-313,1,2,Transit,2014,0.95 m Kepler Telescope,14.970418,0.125,2.53,0.226,6.94,0.0218,0.0,5727.0,1.54,1.08,1079.3952487,3520.9873012594
1072,Kepler-30 c,Kepler-30,1,3,Transit,2012,0.95 m Kepler Telescope,60.323105,0.3,12.3,1.097,640.0,2.01,0.0111,5498.0,0.95,0.99,914.221,2982.188902
1073,Kepler-301 d,Kepler-301,1,3,Transit,2014,0.95 m Kepler Telescope,13.751243,0.112,1.75,0.156,3.71,0.0117,0.0,5815.0,0.9,0.98,719.166,2345.919492
1074,Kepler-296 f,Kepler-296,2,5,Transit,2014,0.95 m Kepler Telescope,63.33627,0.255,1.8,0.161,3.89,0.0123,0.33,3740.0,0.48,0.5,167.0,544.754
1075,Kepler-297 b,Kepler-297,1,2,Transit,2014,0.95 m Kepler Telescope,38.871826,0.217,2.87,0.256,48.5,0.153,0.0,5619.0,0.92,0.98,692.14,2257.76068
1076,Kepler-301 b,Kepler-301,1,3,Transit,2014,0.95 m Kepler Telescope,2.508553,0.036,1.35,0.12,2.39,0.00752,0.0,5815.0,0.9,0.98,719.166,2345.919492
1077,Kepler-275 b,Kepler-275,1,3,Transit,2014,0.95 m Kepler Telescope,10.300682,0.098,2.34,0.209,6.08,0.0191,0.0,6165.0,1.38,1.16,2034.25,6635.7235
1078,Kepler-285 b,Kepler-285,1,2,Transit,2014,0.95 m Kepler Telescope,2.633867,0.036,1.34,0.12,2.36,0.00742,0.0,5411.0,0.81,0.82,824.31,2688.89922
1079,Kepler-287 b,Kepler-287,1,2,Transit,2014,0.95 m Kepler Telescope,20.342199,0.145,2.33,0.208,6.04,0.019,0.0,5806.0,1.03,0.97,835.86,2726.57532
1080,Kepler-288 b,Kepler-288,1,3,Transit,2014,0.95 m Kepler Telescope,6.097326,0.065,1.67,0.149,3.43,0.0108,0.0,5918.0,1.09,1.03,1194.15,3895.3173
1081,Kepler-150 e,Kepler-150,1,5,Transit,2014,0.95 m Kepler Telescope,30.826557,0.189,3.12,0.278,9.91,0.0312,0.0,5560.0,0.94,0.94,891.092,2906.742104
1082,Kepler-305 b,Kepler-305,1,4,Transit,2013,0.95 m Kepler Telescope,5.487,0.0571,3.6,0.321,10.5,0.033,0.0,5117.0,0.8,0.76,868.477,2832.971974
1083,Kepler-305 e,Kepler-305,1,4,Transit,2020,0.95 m Kepler Telescope,3.20538,0.0399,1.794,0.16,3.87,0.0122,0.0,4974.0,0.83,0.82,868.477,2832.971974
1084,Kepler-276 d,Kepler-276,1,3,Transit,2013,0.95 m Kepler Telescope,48.648,0.2642,2.8,0.25,16.3,0.051,0.0,5779.0,1.03,1.1,1144.86,3734.5333199999995
1085,Kepler-244 d,Kepler-244,1,3,Transit,2014,0.95 m Kepler Telescope,20.050401,0.14,2.31,0.206,15.2,0.048,0.0,5554.0,0.8,0.96,1036.49,3381.03038
1086,Kepler-245 b,Kepler-245,1,4,Transit,2014,0.95 m Kepler Telescope,7.49019,0.071,2.57,0.229,7.13,0.0224,0.0,5100.0,0.8,0.86,861.527,2810.301074
1087,Kepler-212 c,Kepler-212,1,2,Transit,2014,0.95 m Kepler Telescope,31.805174,0.207,2.74,0.244,7.95,0.025,0.0,5852.0,1.46,1.17,687.194,2241.626828
1088,Kepler-214 c,Kepler-214,1,2,Transit,2014,0.95 m Kepler Telescope,28.7798,0.194,2.13,0.19,5.18,0.0163,0.0,6169.0,1.35,1.11,1208.44,3941.9312800000002
1089,Kepler-215 b,Kepler-215,1,4,Transit,2014,0.95 m Kepler Telescope,9.360672,0.084,1.62,0.145,3.26,0.0102,0.0,5739.0,1.03,0.94,485.997,1585.322214
1090,Kepler-217 c,Kepler-217,1,3,Transit,2014,0.95 m Kepler Telescope,8.586004,0.089,1.85,0.165,4.08,0.0128,0.0,6171.0,1.8,1.14,1104.64,3603.33568
1091,Kepler-229 d,Kepler-229,1,3,Transit,2014,0.95 m Kepler Telescope,41.194912,0.22,3.85,0.343,14.2,0.0445,0.0,5120.0,0.73,0.8,826.265,2695.27643
1092,Kepler-23 d,Kepler-23,1,3,Transit,2014,0.95 m Kepler Telescope,15.274299,0.124,2.2,0.196,17.6,0.055,0.08,5828.0,1.55,1.1,835.756,2726.2360719999997
1093,Kepler-236 b,Kepler-236,1,2,Transit,2014,0.95 m Kepler Telescope,8.295611,0.065,1.57,0.14,3.09,0.00972,0.0,3750.0,0.51,0.6,288.763,941.944906
1094,Kepler-1456 b,Kepler-1456,1,1,Transit,2016,0.95 m Kepler Telescope,18.1373829,0.1132,1.14,0.102,1.55,0.00489,0.0,4231.0,0.62,0.64,370.312,1207.957744
1095,Kepler-31 b,Kepler-31,1,3,Transit,2011,0.95 m Kepler Telescope,20.8613,0.16,5.5,0.491,25.9,0.0816,0.0,6340.0,1.22,1.21,1664.64,5430.05568
1096,Kepler-32 e,Kepler-32,1,5,Transit,2012,0.95 m Kepler Telescope,2.896,0.033,1.5,0.134,2.86,0.00899,0.0,3900.0,0.53,0.58,323.847,1056.3889139999999
1097,Kepler-326 d,Kepler-326,1,3,Transit,2014,0.95 m Kepler Telescope,6.766888,0.066,1.21,0.108,6.9,0.022,0.0,5105.0,0.8,0.85,487.675,1590.79585
1098,Kepler-238 c,Kepler-238,1,5,Transit,2014,0.95 m Kepler Telescope,6.155557,0.069,2.39,0.213,6.3,0.0198,0.0,5751.0,1.43,1.06,1798.75,5867.5225
1099,Kepler-245 c,Kepler-245,1,4,Transit,2014,0.95 m Kepler Telescope,17.460812,0.124,2.18,0.194,225.6,0.71,0.0,5100.0,0.8,0.86,861.527,2810.301074
1100,Kepler-205 c,Kepler-205,1,2,Transit,2014,0.95 m Kepler Telescope,20.306546,0.122,1.64,0.146,3.33,0.0105,0.0,4321.0,0.55,0.59,159.72,521.00664
1101,Kepler-206 c,Kepler-206,1,3,Transit,2014,0.95 m Kepler Telescope,13.137471,0.111,1.77,0.158,3.78,0.0119,0.0,5764.0,1.19,1.05,594.447,1939.086114
1102,Kepler-208 c,Kepler-208,1,4,Transit,2014,0.95 m Kepler Telescope,7.466623,0.079,1.39,0.124,2.51,0.0079,0.0,6092.0,1.31,1.16,775.328,2529.119936
1103,Kepler-216 c,Kepler-216,1,2,Transit,2014,0.95 m Kepler Telescope,17.406669,0.136,3.04,0.271,9.48,0.0298,0.0,6091.0,1.26,1.11,1187.47,3873.52714
1104,Kepler-224 c,Kepler-224,1,4,Transit,2014,0.95 m Kepler Telescope,5.925003,0.058,3.12,0.278,9.91,0.0312,0.0,5018.0,0.68,0.82,782.088,2551.1710559999997
1105,Kepler-224 d,Kepler-224,1,4,Transit,2014,0.95 m Kepler Telescope,11.349393,0.089,2.3,0.205,5.9,0.0186,0.0,5018.0,0.68,0.82,782.088,2551.1710559999997
1106,Kepler-243 c,Kepler-243,1,2,Transit,2014,0.95 m Kepler Telescope,20.026218,0.142,1.99,0.178,4.62,0.0145,0.0,5228.0,0.84,0.83,693.86,2263.37132
1107,Kepler-232 b,Kepler-232,1,2,Transit,2014,0.95 m Kepler Telescope,4.431222,0.054,3.08,0.275,9.69,0.0305,0.0,5847.0,0.97,0.97,1349.13,4400.86206
1108,Kepler-245 d,Kepler-245,1,4,Transit,2014,0.95 m Kepler Telescope,36.277108,0.202,3.03,0.27,21.6,0.068,0.0,5100.0,0.8,0.86,861.527,2810.301074
1109,Kepler-230 c,Kepler-230,1,2,Transit,2014,0.95 m Kepler Telescope,91.773242,0.38,2.04,0.182,4.82,0.0152,0.0,5588.0,0.82,0.84,740.754,2416.339548
1110,Kepler-24 b,Kepler-24,1,4,Transit,2011,0.95 m Kepler Telescope,8.1453,0.08,2.4,0.214,508.5,1.6,0.0,5800.0,1.07,1.03,1156.81,3773.51422
1111,Kepler-249 d,Kepler-249,1,3,Transit,2014,0.95 m Kepler Telescope,15.368459,0.097,1.57,0.14,3.09,0.00972,0.0,3568.0,0.48,0.51,190.401,621.088062
1112,Kepler-24 d,Kepler-24,1,4,Transit,2014,0.95 m Kepler Telescope,4.244384,0.051,1.67,0.149,3.43,0.0108,0.0,5897.0,1.29,0.98,1156.81,3773.51422
1113,Kepler-246 b,Kepler-246,1,2,Transit,2014,0.95 m Kepler Telescope,4.60182,0.052,2.34,0.209,6.08,0.0191,0.0,5206.0,0.83,0.79,626.078,2042.2664359999999
1114,Kepler-246 c,Kepler-246,1,2,Transit,2014,0.95 m Kepler Telescope,11.187161,0.095,1.5,0.134,2.86,0.00899,0.0,5206.0,0.83,0.79,626.078,2042.2664359999999
1115,Kepler-256 d,Kepler-256,1,4,Transit,2014,0.95 m Kepler Telescope,5.839172,0.064,2.48,0.221,6.71,0.0211,0.0,5551.0,1.3,0.97,1026.43,3348.21466
1116,Kepler-26 d,Kepler-26,1,4,Transit,2014,0.95 m Kepler Telescope,3.543919,0.039,1.07,0.095,1.24,0.0039,0.0,4486.0,0.57,0.62,335.307,1093.771434
1117,Kepler-262 c,Kepler-262,1,2,Transit,2014,0.95 m Kepler Telescope,21.853722,0.152,1.64,0.146,3.33,0.0105,0.0,5841.0,0.88,0.99,613.129,2000.026798
1118,Kepler-1472 b,Kepler-1472,1,1,Transit,2016,0.95 m Kepler Telescope,38.1312831,0.2322,1.9,0.17,4.27,0.0134,0.0,6159.0,1.25,1.16,1479.14,4824.954680000001
1119,Kepler-228 c,Kepler-228,1,3,Transit,2014,0.95 m Kepler Telescope,4.134444,0.052,2.7,0.241,7.75,0.0244,0.0,6043.0,1.01,0.95,1644.61,5364.71782
1120,Kepler-230 b,Kepler-230,1,2,Transit,2014,0.95 m Kepler Telescope,32.625555,0.191,4.26,0.38,16.8,0.0529,0.0,5588.0,0.82,0.84,740.754,2416.339548
1121,Kepler-254 c,Kepler-254,1,3,Transit,2014,0.95 m Kepler Telescope,12.412183,0.105,2.15,0.192,3.2,0.01,0.0,5957.0,0.91,0.93,1389.48,4532.48376
1122,Kepler-255 b,Kepler-255,1,3,Transit,2014,0.95 m Kepler Telescope,5.714606,0.063,1.55,0.138,3.02,0.00951,0.0,5573.0,0.93,0.87,1052.53,3433.35286
1123,Kepler-256 b,Kepler-256,1,4,Transit,2014,0.95 m Kepler Telescope,1.620493,0.027,1.59,0.142,3.15,0.00993,0.0,5551.0,1.3,0.97,1026.43,3348.21466
1124,Kepler-257 b,Kepler-257,1,3,Transit,2014,0.95 m Kepler Telescope,2.382667,0.034,2.61,0.233,7.32,0.023,0.0,5180.0,1.04,0.85,780.256,2545.195072
1125,Kepler-257 d,Kepler-257,1,3,Transit,2014,0.95 m Kepler Telescope,24.664551,0.16,4.95,0.442,21.7,0.0683,0.0,5180.0,1.04,0.85,780.256,2545.195072
1126,Kepler-26 c,Kepler-26,1,4,Transit,2011,0.95 m Kepler Telescope,17.2559,0.10725,2.72,0.243,6.2,0.01951,0.0,3914.0,0.51,0.54,335.307,1093.771434
1127,Kepler-258 b,Kepler-258,1,2,Transit,2014,0.95 m Kepler Telescope,13.19722,0.103,4.06,0.362,15.5,0.0488,0.0,4942.0,0.92,0.82,575.988,1878.8728560000002
1128,Kepler-259 c,Kepler-259,1,2,Transit,2014,0.95 m Kepler Telescope,36.924931,0.217,2.7,0.241,7.75,0.0244,0.0,5938.0,0.9,0.93,1002.14,3268.98068
1129,Kepler-26 e,Kepler-26,1,4,Transit,2014,0.95 m Kepler Telescope,46.827915,0.22,2.41,0.215,6.39,0.0201,0.0,4486.0,0.57,0.62,335.307,1093.771434
1130,Kepler-254 b,Kepler-254,1,3,Transit,2014,0.95 m Kepler Telescope,5.826662,0.064,3.87,0.345,14.3,0.0449,0.0,5957.0,0.91,0.93,1389.48,4532.48376
1131,Kepler-265 b,Kepler-265,1,4,Transit,2014,0.95 m Kepler Telescope,6.846262,0.069,1.86,0.166,4.12,0.013,0.0,5835.0,1.1,0.98,1280.25,4176.1755
1132,Kepler-267 c,Kepler-267,1,3,Transit,2014,0.95 m Kepler Telescope,6.87745,0.06,2.13,0.19,5.18,0.0163,0.0,4258.0,0.56,0.54,264.993,864.407166
1133,Kepler-1477 b,Kepler-1477,1,1,Transit,2016,0.95 m Kepler Telescope,11.55530021,0.0911,1.18,0.105,1.76,0.00553,0.0,5100.0,0.78,0.81,680.828,2220.860936
1134,Kepler-306 e,Kepler-306,1,4,Transit,2014,0.95 m Kepler Telescope,44.840975,0.227,2.27,0.203,5.77,0.0182,0.0,4954.0,0.72,0.81,775.679,2530.264898
1135,Kepler-1473 b,Kepler-1473,1,1,Transit,2016,0.95 m Kepler Telescope,14.4273551,0.116,1.19,0.106,1.81,0.0057,0.0,6046.0,1.09,1.09,652.253,2127.6492860000003
1136,Kepler-231 c,Kepler-231,1,2,Transit,2014,0.95 m Kepler Telescope,19.271566,0.114,1.93,0.172,24.1,0.076,0.0,3767.0,0.49,0.58,316.618,1032.807916
1137,Kepler-265 e,Kepler-265,1,4,Transit,2014,0.95 m Kepler Telescope,67.831024,0.319,2.59,0.231,7.22,0.0227,0.0,5835.0,1.1,0.98,1280.25,4176.1755
1138,Kepler-292 b,Kepler-292,1,5,Transit,2014,0.95 m Kepler Telescope,2.580827,0.035,1.32,0.118,2.3,0.00724,0.0,5299.0,0.83,0.85,1056.48,3446.23776
1139,Kepler-271 c,Kepler-271,1,3,Transit,2014,0.95 m Kepler Telescope,7.41086267,0.0702,0.95,0.085,0.809,0.00254,0.0,5555.0,0.87,0.9,404.542,1319.616004
1140,Kepler-271 d,Kepler-271,1,3,Transit,2016,0.95 m Kepler Telescope,5.24972541,0.0558,0.66,0.059,0.219,0.00069,0.0,5555.0,0.87,0.9,404.542,1319.616004
1141,Kepler-286 c,Kepler-286,1,4,Transit,2014,0.95 m Kepler Telescope,3.468095,0.042,1.37,0.122,2.45,0.00771,0.0,5580.0,0.86,0.96,1226.85,4001.9846999999995
1142,Kepler-286 e,Kepler-286,1,4,Transit,2014,0.95 m Kepler Telescope,29.221289,0.176,1.77,0.158,3.78,0.0119,0.0,5580.0,0.86,0.96,1226.85,4001.9846999999995
1143,Kepler-271 b,Kepler-271,1,3,Transit,2014,0.95 m Kepler Telescope,10.43547805,0.0881,1.23,0.11,2.04,0.00642,0.0,5555.0,0.87,0.9,404.542,1319.616004
1144,Kepler-272 b,Kepler-272,1,3,Transit,2014,0.95 m Kepler Telescope,2.971353,0.038,1.43,0.128,78.0,0.245,0.0,5297.0,0.93,0.86,889.608,2901.901296
1145,Kepler-278 b,Kepler-278,1,2,Transit,2014,0.95 m Kepler Telescope,30.160546,0.207,4.07,0.363,15.6,0.049,0.04,4991.0,2.94,1.08,443.03,1445.1638599999999
1146,Kepler-292 c,Kepler-292,1,5,Transit,2014,0.95 m Kepler Telescope,3.715335,0.045,1.47,0.131,2.76,0.00869,0.0,5299.0,0.83,0.85,1056.48,3446.23776
1147,Kepler-282 b,Kepler-282,1,4,Transit,2014,0.95 m Kepler Telescope,9.220524,0.082,1.01,0.09,1.01,0.00317,0.0,5602.0,0.9,0.79,1337.61,4363.28382
1148,Kepler-293 b,Kepler-293,1,2,Transit,2014,0.95 m Kepler Telescope,19.254196,0.144,3.07,0.274,9.64,0.0303,0.0,5804.0,0.96,0.94,974.633,3179.2528460000003
1149,Kepler-275 d,Kepler-275,1,3,Transit,2014,0.95 m Kepler Telescope,35.676062,0.224,3.33,0.297,11.1,0.0348,0.0,6165.0,1.38,1.16,2034.25,6635.7235
1150,Kepler-280 c,Kepler-280,1,2,Transit,2014,0.95 m Kepler Telescope,4.807091,0.056,2.01,0.179,4.7,0.0148,0.0,5744.0,0.89,0.96,780.361,2545.537582
1151,Kepler-282 c,Kepler-282,1,4,Transit,2014,0.95 m Kepler Telescope,13.638723,0.106,1.2,0.107,1.87,0.00588,0.0,5602.0,0.9,0.79,1337.61,4363.28382
1152,Kepler-282 d,Kepler-282,1,4,Transit,2013,0.95 m Kepler Telescope,24.806,0.154,2.46,0.219,61.0,0.192,0.0,5699.0,0.89,0.97,1337.61,4363.28382
1153,Kepler-283 b,Kepler-283,1,2,Transit,2014,0.95 m Kepler Telescope,11.008151,0.082,2.13,0.19,5.18,0.0163,0.0,4351.0,0.57,0.6,468.094,1526.922628
1154,Kepler-295 d,Kepler-295,1,3,Transit,2014,0.95 m Kepler Telescope,33.884054,0.192,1.36,0.121,2.42,0.00761,0.0,5603.0,0.9,0.89,1699.19,5542.75778
1155,Kepler-289 c,Kepler-289,1,3,Transit,2014,0.95 m Kepler Telescope,125.8518,0.51,11.59,1.034,132.0,0.42,0.0,5990.0,1.0,1.08,704.438,2297.876756
1156,Kepler-1417 b,Kepler-1417,1,1,Transit,2016,0.95 m Kepler Telescope,20.3505213,0.1431,1.0,0.089,0.972,0.00306,0.0,5839.0,1.02,1.02,991.845,3235.3983900000003
1157,Kepler-1474 b,Kepler-1474,1,1,Transit,2016,0.95 m Kepler Telescope,36.4333452,0.2108,2.16,0.193,5.31,0.0167,0.0,5870.0,1.04,1.04,1180.9,3852.0958000000005
1158,Kepler-293 c,Kepler-293,1,2,Transit,2014,0.95 m Kepler Telescope,54.155743,0.286,3.83,0.342,14.0,0.0442,0.0,5804.0,0.96,0.94,974.633,3179.2528460000003
1159,Kepler-302 b,Kepler-302,1,2,Transit,2014,0.95 m Kepler Telescope,30.184104,0.193,4.06,0.362,15.5,0.0488,0.0,5740.0,1.22,1.02,1402.58,4575.2159599999995
1160,Kepler-294 b,Kepler-294,1,2,Transit,2014,0.95 m Kepler Telescope,3.701212,0.048,1.77,0.158,3.78,0.0119,0.0,5913.0,0.98,0.95,1357.01,4426.56662
1161,Kepler-295 c,Kepler-295,1,3,Transit,2014,0.95 m Kepler Telescope,21.526258,0.142,1.17,0.104,1.71,0.00537,0.0,5603.0,0.9,0.89,1699.19,5542.75778
1162,Kepler-290 c,Kepler-290,1,2,Transit,2014,0.95 m Kepler Telescope,36.77031,0.205,2.7,0.241,7.75,0.0244,0.0,5147.0,0.74,0.8,694.627,2265.873274
1163,Kepler-291 b,Kepler-291,1,2,Transit,2014,0.95 m Kepler Telescope,3.546511,0.047,2.16,0.193,5.31,0.0167,0.0,6002.0,1.02,0.9,1786.48,5827.49776
1164,Kepler-298 b,Kepler-298,1,3,Transit,2014,0.95 m Kepler Telescope,10.475464,0.08,1.96,0.175,4.5,0.0142,0.0,4465.0,0.58,0.66,518.204,1690.3814479999999
1165,Kepler-311 c,Kepler-311,1,2,Transit,2014,0.95 m Kepler Telescope,19.738286,0.145,1.43,0.128,2.63,0.00829,0.0,5905.0,1.19,1.08,778.654,2539.969348
1166,Kepler-423 b,Kepler-423,1,1,Transit,2014,0.95 m Kepler Telescope,2.6843285,0.03585,13.361,1.192,189.101,0.595,0.019,5560.0,0.95,0.85,758.753,2475.052286
